Question,Answer
<b>결막염 증상</b>,걸리면 학교 안가나요 <b>증상</b> 치료법 다 알려주세요  아무래도학교는 모여서 지내는 곳이니까전파될수있어서학교는안갈거예요 채택부탁
감기랑 <b>결막염</b>이 안나아요ㅜㅜ,24일에 목이붓고 <b>결막염 증상</b>이 생겨서 둘 다 병원약 처방받고 감기약은 한번 더 3일치 지어서 먹었었어요 근데 결막염은 3일뒤에 병원가서 나은거 확인하고 렌즈 다시 꼈는데 좀 더 쉬었어야했는데 답답해서 꼈거든요 근데 감기가... 
알레르기성 <b>결막염 증상</b>,... 안그러구요 <b>결막염</b>이 맞는건가요? 병원에 가야하나요??  안녕하세요. 하이닥-네이버 지식iN 안과 상담의 서정원 입니다. 단순히 <b>증상</b>만으로 어떠한 질환을 명확히 파악하기는 어렵습니다. <b>증상</b>과 더불어 정확한 검사를 받아야 알 수... 
눈흰자부음 <b>증상</b>도 염증성 질환인가요? (언주역... ,"... <b>결막염 증상</b>에 따라서도 유형이 다양한데, 대표적으로는 '아폴로 눈병'이라고 불리는 급성출혈성 결막염이 있습니다. 각막 혈관에서 생긴 미세 출혈로, &quot;눈에서 피가 난다&quot;고 할 정도로 심한 충혈이 특징이며, 엔테로바이러스 70형... "
<b>결막염</b> 걸리면 어떻게 되나요,"... 따라서, <b>결막염</b>의 <b>증상</b>이 심하거나 지속적으로 나타날 경우에는 즉시 안과 전문의를 방문하여 진단과 치료를 받는 것이 좋습니다. 눈이 아픈 경우에는 다음과 같은 조치를 취할 수 있습니다: 1. 눈을 깨끗하게 유지하기 위해 손을 자주... "
감기랑 <b>결막염</b>이 안나아요ㅜㅜ,24일에 목이붓고 <b>결막염 증상</b>이 생겨서 둘 다 병원약 처방받고 감기약은 한번 더 3일치 지어서 먹었었어요 근데 결막염은 3일뒤에 병원가서 나은거 확인하고 렌즈 다시 꼈는데 좀 더 쉬었어야했는데 답답해서 꼈거든요 근데 감기가... 
유행성<b>결막염 증상</b>,... 유행성 <b>결막염</b>이 맞을까요?  유행성 <b>결막염</b>이 맞는것 같네요. 눈에서 이물질이 나오는 경우도 있고 눈이 빨갛게 충혈되며 눈물이 나오는 <b>증상</b>이 있길래 오늘 안과에 갔는데 유행성 <b>결막염</b>(아폴로눈병)이라고 하더군요.
눈 <b>결막염</b>인지..,... 눈주변이 정말 눈에띄게 검어져서 걱정이에요 좀 간지럽기도 하고 너무 건조한데 <b>결막염 증상</b>인지 ㅠ 조언부탁드립니다! 증상 충혈이 잘된다 뻑뻑하다 간지럽다 눈곱이 자주낀다 누주변이 검고 눈윗부분은 살짝 붉게 부운 느낌이기도... 
이거 실핏줄 터진건가요 아니면 <b>결막염</b>인가요,... 하이닥-네이버 지식iN 상담의 류익희 입니다. 이미지로만 봤을 때 <b>결막염 증상</b>이라고 판단을 하긴 어렵습니다. 더 심해지지 않도록 시간을 내셔서 안과를 방문해 치료를 받아보시길 바래요.
알레르기성<b>결막염</b>,... 알레르기성<b>결막염 증상</b>이 숨이 잘 안쉬어지는건가요? 지금 새벽에 괴롭다고 왔다갔다 하고 계시는데 저도 미치겠어요 내공 100겁니다 냠냠 하지 마세요 안녕하십니까? 지식iN 사룰입니다☜ 저희 아버지가 일 이주 전에 알레르기성... 
알레르기 <b>결막염</b>,"... 좋습니다 물론 세척을 잘하고 보관을 잘 했다면 큰 문제는 없을 것 같으니 사용을 해보셔도 되지만, 착용 후 이상 증후가 보여진다면 바로 빼주시길 바래요. 일단은 알레르기성 <b>결막염 증상</b>을 회복하기 위해 신경을 잘 쓰시길 바래요."
<b>결막염</b> 치료,... 초기 <b>결막염 증상</b>은 눈이 충혈되거나 가려움이 있으며 심하면 눈이 부풀거나 끈적한 눈곱이 생깁니다. 이러한 결막염을 예방하기 위해서는 평소 손을 깨끗이 씻고 눈병이 유행할 때는 수영장 등 사람 많은 곳에 가지 않는것이... 
눈병 <b>결막염</b>? 눈 부음 <b>증상</b>,... 인터넷에 찾아보니까 <b>결막염</b>..? 이랑 비슷한 것 갘은데 제가 의사도 아니고요 뭐 하... 진짜ㅜ이미 오열 중이지만 울고싶음 너므ㅜ아파싀발 알레르기성 <b>결막염</b>일수도요. 몸에땀이 베길정도로 따듯하게... 
유행성<b>결막염 증상</b>,"... 제가지금 유행성<b>결막염</b> 진단을 받고 2틀정도 쉬고있는 중학생 입니다. 제눈이 전염성이없는거같아서, 여기서 여러사람들께 제 <b>증상</b>을 말하고 물어보니 다들 전염성이맞다고 하네요. 왜냐면 제가 먼지를집어넣어서 학교안갈려구... "
급성<b>결막염 증상</b>,제가 눈이 붓고 자고일어나면 눈곱이끼고 눈물이 나와서 안과를 가보니 급성<b>결막염</b>이라고 하는데 전염 되나요???  안녕하세요. 하이닥-네이버 지식iN 안과 상담의 우성욱 입니다. <b>결막염</b>의 종류에 따라 전염성이 있는 것이 있습니다.... 
"두달동안 <b>결막염</b>에, 눈마사지를 모르",... 눈알러지로인해 한쪽눈이 잘 보이시시 않다고 생각이드네요ㅠ 한가지 확실한건 <b>결막염 증상</b>이 있을때에는 눈마사지기를 사용하셔도 안되면 쓰고 주무셔도 안됩니다. 정확한 진료와 검사를 하신후 올바른 치료를 하셔서 말끔히 세상을... 
알러지<b>결막염</b>,... 네~ <b>결막염</b>은 <b>증상</b>은 같은데 종류가 두 가지가 있습니다. 하나는 알레르기 <b>결막염</b>이고 다른하나는 유행성 각<b>결막염</b>입니다. 유행성 각<b>결막염</b>은 감기 바이러스인 아데노바이러스에 의해 걸리는데요 둘다 중복되서 걸릴 수가 있는데... 
고양이 <b>결막염</b>인가요,이틀전인가 부터 고양이가 한쪽눈을 자꾸 깜박거려요 그쪽눈 눈곱도 하얀색이에요 <b>결막염 증상</b>인가요...?  고양이의 정상적인 눈곱색은 검정에 가까운 갈색입니다. 하얀색 및 노란색 눈곱은 염증이 있다는 거구요. 눈이 부어 있고 눈물을... 
눈이 따가워요 <b>결막염</b>은 아닌지 의심됩니다. (신논현역... ,"... 특히 전염성이 매우 강하므로 수영장에서 옮거나 세면도구를 같이 쓰기만 해도 쉽게 감염될 수 있으며 버스, 지하철 등의 손잡이를 통해서도 다른 사람에게 급속히 퍼지기 때문에, 급성출혈성 <b>결막염 증상</b>이 나타난다면, 즉시 가까운... "
<b>결막염</b> 걸리고나서 다크서클,"... 안녕하세요 결막염과 다크써클의 연관성에 대해서 질문을 주셨는데요, <b>결막염 증상</b>으로 눈이 간지러울 수 있는데 혹시 눈을 비비거나 한것은 아닌지요? 눈을 비비게 되면 마찰이 생기면서 다크써클의 원인이 될 수 있습니다.... "
<b>결막염</b> 다시 생김?,... 알레르기나 <b>결막염</b> 등은 <b>증상</b> 치료가 오래 걸릴 수 있습니다. 재발의 가능성이 있기 때문에 불편한 <b>증상</b>이 지속된다면 안과에 내원하셔서 진료 보신 후 눈 상태에 맞는 치료 받으시는것을 권유드립니다. 답변이 도움이 되셨으면... 
(안과) 이게 알레르기성 <b>결막염 증상</b> 맞나요? 그리고... ,"... 제 <b>증상</b>이 알레르기성 <b>결막염</b>이 맞는지 궁금하고, 그 치료 방법이 있는지도 궁금합니다. 일단 제 나이는 30대 중반입니다. 제 기억이 맞다면 20대 초반부터 이런 <b>증상</b> 계속 있었습니다. 피부도 아토피성이...(얼굴에만...) 계절이나 털, 풀... "
<b>결막염증상</b>,2주전에는 간지러워서아무안약너었는데. 점심은안그렇다저녁만되면 눈엽부분이간지럽고눈물이나오고 뿌옇고 눈을비비면 빨게져요 결막염인가요? ㅜㅜ  <b>결막염증상</b>: 눈이충혈되고눈이간지럽고아프거든요
<b>결막염</b> 옮으면 <b>증상</b>이 바로 오나요?,<b>결막염</b> 옮으면 <b>증상</b>이 바로 오나요? 네 거의 바로 가렵고 붑고 괴롭습니다/ 
<b>결막염 증상</b>중에 빛이 퍼져보이는 것도 ㅇ있나요? 제가... ,<b>결막염 증상</b>중에 빛이 퍼져보이는 것도 ㅇ있나요? 제가 전염성 결막염 진단받고 약먹ㅇ은지 일주일 되가는데요 밤에 가로등을보면 빛이 퍼져보이는데 원래그런가요? 제가 원래 난시가 잇어서 안경벗으면 퍼져보이긴 하는데 안경쓰고도... 
제가 <b>결막염</b>에서 각막염으로 점연 됐는,"... 보통 계절이 바뀌는 환절기에 자주 나타나는 <b>증상</b>으로 알레르기 <b>결막염</b>과 유행성<b>결막염</b>이 자주 발생할 수 있는데 이럴때 생기는 <b>증상</b>으로는 우선 눈이 충혈되고, 눈이 뻑뻑하거나 이물감 같은 <b>증상</b>을 느끼게 되고, 눈이 간지러워서... "
<b>결막염</b> 때문에 어제 안과에서 안약 받,결막염 때문에 어제 안과에서 안약 받아온 중학생입니다 <b>결막염 증상</b>에 시력저하도 있다고 하는데 저도 해당해요 결막염 다 나으면 시력 차차 되돌아오나요??  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 결막염이... 
<b>결막염 증상</b>이거맞나요?,... <b>결막염</b> 걸리면 어떻게되나요? 2. <b>결막염</b>걸려서 안과가면 어떻게해주나요? 3. 이거 <b>결막염</b> 맞아요? 4. 렌즈벌렌... 걸리지않는법좀알려주세요  카페를 방문하시면 결막이 무엇인지? <b>결막염</b>이 무엇인지 자세하게 설명이 되어 있습니다.
<b>결막염 증상</b>,제가 얼마전 오른쪽 눈에 <b>결막염</b>이 걸렸는데요. 왼쪽눈을 가리고 오른쪽 눈으로 보면 약간 뿌옇고 흐릿하게 보여요... <b>결막염</b>이면 이물질이 생길텐데 그 이물질때문 아닐까요? 가끔 이물질이 잘느껴지지 않아서 눈을 많이 깜빡여야... 
편도염 <b>결막염</b>,편도염때문에 고생 중이었는데 갑자기 오늘부터 결막염도 생겼어요ㅠㅠ 어디 나가거나 한 것도 아닌데.. 원래 편도염에 <b>결막염 증상</b>도 있나요? 그럴 수 있다고 봅니다 
이거 <b>결막염</b>인가요,"... 또 컨디션이 좋지 않거나 주위 환경에 먼지가 많아도 결막염이 걸릴 위험이 높구요. <b>결막염 증상</b>,원인, 치료관련 정보가 잘 정리된 블로그 글하나 링크드릴께요. 참고하셔서 어서 완치되셨으면 하네요~ https://hagojobs.tistory.com/161 "
<b>결막염</b>?다래끼? <b>증상</b>같은데,... 지금 위와같은 <b>증상</b>들이 나타난다면..<b>결막염</b>일 가능성이 커보입니다. 어떤 원인으로 생기는 것인지는 병원에 가셔서 확인해보셔야 알수 있습니다. 우선 불편하시더라도 만지거나 비비지 마시기 바랍니다. 많이 가려우시면... 
컬러렌즈 <b>결막염</b>,"... 또한, 결막염에 결렸다고 하더라도 상태가 심하지 않는 경우에는 자연치유 즉 회복이 되는 경우가 있을 수 있지만 매면 반복적으로 <b>결막염 증상</b>이 나타나게 되는 경우에는 최대한 렌즈를 착용하지 않거나, 착용 시간을 줄여주시는 것이... "
<b>결막염 증상</b> 관련 질문,... 없지만 <b>결막염 증상</b> 많이 심한건 아니긴 한데 보통 얼마간의 치료기간을 필요로 하는지 궁금해요 보통 이틀 삼일? 정도면 나아진다고 들었는데 그렇지 않아서....... 한 일주일간 그대로 열심히 넣어보고 다음주 금요일쯤 다시 안과를... 
급성<b>결막염 증상</b>,제가 눈이 붓고 자고일어나면 눈곱이끼고 눈물이 나와서 안과를 가보니 급성<b>결막염</b>이라고 하는데 전염 되나요???  저도 갑자기 <b>결막염</b>에 걸렸었죠...급성이었는데 전염은 안된다고 하더군요.ㅠㅠㅠ
<b>결막염</b> 의심 <b>증상</b>,... 충혈되고 눈이 붓고 눈곱끼는 <b>증상</b>이 있을 수 있는데요. <b>결막염</b>에도 다양한 원인이 있을 수 있습니다. 계속 불편하시면 안과 가셔서 치료를 하셔야 할 것 같습니다. 답변이 도움이 되었으면 합니다. 감사합니다.
<b>결막염 증상</b>?,<b>결막염</b>인지 아닌지 잘 모르겠어요. 눈이 충혈되어 있지는 않구요. 눈 앞쪽이 많이 가려워요 평소에 렌즈를 좀 오래... 저도 질문자님처럼 충혈은 되지 않았지만 너무 가려워서 병원을 갔더니 알레르기성 <b>결막염</b>이라고 하더라고요 약을... 
<b>결막염</b>에 대해 공부하다 궁금해서 문의드립니다,... <b>증상</b>이 감염성 <b>결막염</b>과 알레르기성 <b>결막염</b>과 구분되나요 ? 질문 많아서 죄송합니다 ㅜㅜ !  안녕하세요. 임균성 <b>결막염</b>은 현대사회에서 드뭅니다. 생식기 감염이 먼저 있으면서 눈 <b>증상</b>이 안과에서 안약으로도 호전되지 않을 때... 
<b>결막염</b>인가요?,눈에 눈곱도 유난히 많이 생기고 충혈도 있고 살짝부었어요 아프거나 간지럽지는 않은데 건조하고 뻑뻑한 느낌이 들어요 일이 항상 늦게끝나서 다음주쯤에 안과 갈수있는데 <b>결막염 증상</b>일까요? 항상 렌즈끼고다니고 이번에 코필러맞아서... 
알레르기 <b>결막염</b> + 눈꺼풀 염증,안뇽하세요… 눈이 2주째 안낫길래 안과 2번 갔다왔는데 일주일 전에는 알레르기 <b>결막염 증상</b>이라고 하셨고 어제 갔다온 곳에선 염증 + 안구건조증+ 알레르기 <b>결막염 증상</b>을 받았어요 그리고 뭐 수치가 높아서 스테로이드? 약 처방 못받고... 
만성 <b>결막염</b> 치료,"21년 9월부터 소프트렌즈 착용으로 인한 좌안 각•<b>결막염</b>으로 안과에서 목시플, 로테프로를 처방받아 사용하고 2주 뒤쯤 <b>증상</b>이 사그러지자마자 또 소프트렌즈를 착용하여 각•<b>결막염</b>이 재발하였습니다 그 후 렌즈 착용을 중단하고 같은... "
헤르페스 <b>결막염</b>인가요?,... 2.첨부한 사진은 헤르페스 <b>결막염 증상</b>이라는데 아침에 저런 식으로 눈곱이 잇다가 다 빠졌고 지금 눈에는 저런게 없는데 헤르페스결막염은 눈에 저 진물같은게 눈에 계속 나타나있는건가요? 3.의사선생님께 따로 헤르페스보균자라고... 
<b>결막염 증상</b>??,... 그래요ㅜㅜ <b>결막염</b> 의심해봐야할까요 ..??? 눈꼽도 좀 자주 나오는거같기도하고 눈은 앞머리 쪽이 간지러워요 렌즈를 비싼거를 껴야하나.. 안녕하세요.. eye 1004 입니다..^^ 눈이 건조한것이 원인으로 보입니다. 안구가 건조한데... 
