Question,Answer
<b>감기</b>&amp;코로나,아 어떡하죠 조금 있으면 중간고사인데 코로나 걸린건가요 <b>감기</b>인가요 어제 친구가 <b>감기</b>인것같다고 말했는데 옮은거같아요 또 다른 친구도 <b>감기</b>고 또 다른 친구도 <b>감기</b>고 이제 저도 옮은거같은데 목이 한쪽이 무어서 침 삼틸때 진짜... 
코<b>감기</b> 안나음,코<b>감기</b> 걸려서 병원약 4일 먹었는데 아직 가래때문에 기침나고 앉아있으면 콧물이 나요ㅠㅠㅠ 요즘 <b>감기</b> 오래가나요??  요즘 많은 분들이 오래가는 <b>감기</b>로 고생 하고 있습니다. 이러한 <b>감기</b>를 방치하게 되면 몹시 오랜 기간동안 고생 할 수... 
열<b>감기</b> 걸리는법,열<b>감기</b> 돌아오는 일요일까지 심하게 걸릴 수 있는 방법 알려주세요. 길고 정확하고 자세하게 알려주세요. 일단... 열<b>감기</b> 걸리는 방법 알려주세요!!!!! 급해요 길고 정확하고 자세하게 알려주세요!  열<b>감기</b>는 <b>감기</b> 바이러스에 의해... 
<b>감기</b>는 안걸렸는데 기침이 나요,"목<b>감기</b>, 코<b>감기</b>, <b>감기</b> 진짜 아닌데 오늘부터 기침이 나오더라고요..목이 따갑거나 뭐 증상같은건 아무것도 없는데... 기침은 우리가 흔하게 겪는 본능 현상입니다 목이나 폐에 이상이 생겨서 올수도 있고 코로나나 <b>감기</b>가 원인 일수도... "
코<b>감기</b>에서 목<b>감기</b>로,... 물론 코<b>감기</b>도 아직 심하긴 하지만 오늘 일어났더니 목도... 코<b>감기</b> 다 나으면 기침도 엄청할 것 같은 불안한 예감이 듭니다 전 항상 그랬거든요... 제가 목<b>감기</b>가 진짜 걸릴... :) 코<b>감기</b>에서 목<b>감기</b>로 이어진 증상은 대개 호흡기... 
기흉 수술후 회복중에 <b>감기</b>,기흉 수술한지 5일정도 지났는데요 <b>감기</b>기운 있는 동생하고 같이 아침점심... 5도에요 지금도 아파서 <b>감기</b>걸리면 진짜 큰일날거같은데 <b>감기</b> 안걸리겠죠?... 병원에 계신다면 담당간호사에게 <b>감기</b> 증상이 있다고 말씀하시면 됩니다.... 
<b>감기</b> 후 귀 이상,"지금 상태가 <b>감기</b> 걸렸다가 농이 심해져서 항생제를 먹고있어요,, 축농증... 쨌든 농 냄새가 심해져 불편하던 중 <b>감기</b>로 인해 귀가 먹먹했었는데 갑자기... 우선 <b>감기</b> 회복에 힘을 쓰시고 <b>감기</b>가 다 회복이 된 이유에도 청력에 문제가... "
목<b>감기</b> 걸려서 목이 아플때 차,"목<b>감기</b> 걸려서 목이 따갑고 아플 때 먹으면 좋은 차 추천좀해주세요 버섯차도 잘마시는편입니다 ~~~<b>감기</b>에 좋은 차??... <b>감기</b>에 뭐가 좋은 건지는 저도 잘 모릅니다, 다만 우리집에서는 <b>감기</b>(목<b>감기</b>)걸리면 도라지를(도라지청?)먹거나... "
<b>감기</b> 귀 먹먹함,<b>감기</b>에 걸린 거 같은데 계속 콧물 먹고 그랬는데 아침에 일어났는데... 증상은 <b>감기</b>나 비염과 같은 상기기관 감염으로 인해 발생할 수 있습니다. 이러한 증상이 일시적이라면 대부분 <b>감기</b>의 일시적인 부작용으로 생각됩니다. <b>감기</b>로 인해... 
여름에 <b>감기</b> 걸리는 법,내일까지 <b>감기</b>가 심하게 걸리면 좋겠는데요 저녁에 차가운 물 많이 마시고 차가운 물로 샤워하고 강풍으로 선풍기... 자려는데 <b>감기</b> 걸리겟죠??  춥다고 <b>감기</b>에 걸리는 건 아니에요 <b>감기</b> 걸리고 싶으시다면 이 방법들을 활용해보시는 걸... 
목<b>감기</b> 목에 혹,"제가 목,코 <b>감기</b>가있는데 목젖옆에 깊히만져보면 살짝 오른쪽에 딱딱한게 만져지는데 그 부분이 더 따갑고 아픕니다 단순 <b>감기</b>때문일까요? <b>감기</b>와 목이 아프면편도염 같은 염증으로 그럴수도 있습니다 "
<b>감기</b> 후유증?,6월 말일날에 <b>감기</b> 진짜 심하게 걸려서 목 겁나부어서 목을 위아래로 움직이면 아플정도로 부었는데 약좀 먹으니까... 나요 <b>감기</b>증상으로 쳐서 <b>감기</b>약을 먹어야되나요? <b>감기</b> 후유증으로 기침만 할수도있나요? 아니면 <b>감기</b>가 아예... 
"<b>감기</b>와 독감, 어떻게 다른가요?","<b>감기</b>와 독감, 어떻게 다른가요? <b>감기</b>, 독감 모두 계절이 바뀌는 환절기에 주로 발생합니다. 그러나 <b>감기</b>와 독감은 큰 차이점이 있습니다. <b>감기</b>는 200여 종의 다양한 바이러스에 의해 발생하는 호흡기계 감염병이며, 독감은 인플루엔자... "
코<b>감기</b> 비염,"코<b>감기</b> 걸려서 비염 걸릴수도 있나요 네, 코<b>감기</b>가 지속되면 비염을 일으킬 수 있습니다. 코<b>감기</b>는 대개 바이러스에... 만약 코<b>감기</b> 증상이 지속되면 코의 점막에 염증이 생겨 비염이 발생할 가능성이 있습니다. 이 경우 코막힘, 콧물... "
<b>감기</b>몸살 5일째,안녕하세요 50대 초반 여성 입니다 <b>감기</b>몸살 걸린지 5일째... 하나더 <b>감기</b>몸살약 오후에 약먹고 타이레놀 1개 먹었어요(윗몸이 좀심하게 혈어서) 괜찬을까요~ 네 <b>감기</b>몸살약에... 그렇게 <b>감기</b>가 좀낫다가 다시 심해지고 반복됩니다.... 
제가 목<b>감기</b> 2주 진행중인데요,매일 하루도 빠짐 웂잏 학교 끝나고 6시에 또 나가서 놀고 11시에 집들어오고 그러거든요 그래서 인지 안나는 거 같은데 목<b>감기</b>는 좀 갠찮아 진 거 같다가 코<b>감기</b> 걸려서 엄청 고생중이에요 어덕하죠 목<b>감기</b>와 코<b>감기</b>는 다른 병이기... 
<b>감기</b> 나은지 일주일만에,<b>감기</b> 나은지 일주일 안 되서 다시 걸릴 수 있나요? <b>감기</b>는 일반적으로 7~10일 정도의 기간... 하지만 <b>감기</b>가 나은 후에도 며칠 동안은 면역력이 약해져 다시 <b>감기</b>에 걸릴 수 있습니다³.... 
<b>감기</b> 관련 질문,<b>감기</b>는 바이러스 아닌가요? 근데 왜 덥다가 추워지면 <b>감기</b>걸린다고 하는건가요? 몸안에서 바이러스를 만드는건가요? 기온차에 의해 면역력이 떨어지기때문에 그렇습니다. 온도가 급변할때 <b>감기</b>바이러스를 막을힘이 순간 약해지거든요. 
앵무새한테 사람 <b>감기</b> 옮나요 ?,약하게 코<b>감기</b> 목<b>감기</b> 오는 것 같은데 평소에 키우는 앵무새랑 뽀뽀를 자주 해요 앵무새가 약간 걱정되는데 <b>감기</b>... 안녕하세요 삶의 소중한 파트너 리프패럿입니다 : ) 앵무새에게 <b>감기</b>를 옮겨가지는 않으니 걱정하지 않으셔도 됩니다... 
<b>감기</b>에 좋은 간식,<b>감기</b>에 좋은 편의점에 파는 간식같은거 있을까요?? 예를 들어 초콜릿 이런거요 <b>감기</b>에 좋은 간식은 주로 영양가가... 편의점에서 <b>감기</b>에 좋은 간식을 찾기 위해서는 몇 가지... <b>감기</b>에 좋은 녹차 또는 면역력을 향상시키는 허브 차를... 
<b>감기</b>가 안나아요..,<b>감기</b>가 2달전부터 목이 안좋거나 코가 막히는 증상이 있었는데 가래도... 들고요 <b>감기</b>가 왜 안낫는건지 이런 증상 약은 없나요  <b>감기</b>나 독감 코로나에... <b>감기</b> 코로나 독감은 몸에 면역이 생겨야 치료되는 질환으로 약으로는 증세를... 
<b>감기</b> 무슨증상? 내과,... 11월6일부터 <b>감기</b>같은게 걸려서 코로나인가 자가키트로 여러번 검사하고 또하고 했는데 음성이었고 <b>감기</b>... 코로나인지 <b>감기</b>인지 독감인지 확실하게 알려면 병원에 가서 검사를 해야 확실하게 알수 있습니다. <b>감기</b>던 코로나던... 
이번 <b>감기</b>가 오래가나?,제 주변도 그렇고 저도 그렇고 이번 <b>감기</b>가 좀 오래 가는거 같은데 이번 <b>감기</b>가 좀 쎈 거 맞죠?? 하 왤케 오래가  <b>감기</b>라는 이름의 정체는 이름 모를 전염병도 해당이 됩니다. <b>감기</b>는 200여개 이상의 서로 다른 종류의 바이러스가 <b>감기</b>를... 
<b>감기</b> 후각상실,제가 <b>감기</b>에 걸렸는데 어제 아침에 갑자기 냄새가 안났다가 조금 지나니까... <b>감기</b> 때문일까요? 독감이나 코로나 <b>감기</b>에 걸리면 맛이나 냄새를 못맡는... 독감이나 코로나 <b>감기</b> 걸렸을때 병원약을 처방받아 드십니다 그러나 약을... 
<b>감기</b> 항생제,"... 해서 <b>감기</b> 인거 같아서 병원가서 <b>감기</b>약 처방받았습니다. 제가 봤을때는 심하지 않는 목<b>감기</b> 완전 초기 증상인데... 내성 때문에 걱정되네요 ㅠㅠ 목<b>감기</b> 증상이 가벼울 경우, 항생제 처방은 필요하지 않을 수 있습니다. 일반적으로... "
여름<b>감기</b> 샤워,내가 이틀전에 여름에 코<b>감기</b> 걸렸습니다. 그런데 코<b>감기</b>에 걸렸는데 샤워해도 되나요 그리고 <b>감기</b>와 코로나는 다릅니까 뜨듯한물로 샤워하십쇼 이제 코로나는 <b>감기</b>의 하위 카테고리라 생각하시면됩니다 
열<b>감기</b> 걸리는 법,열<b>감기</b> 돌아오는 일요일까지 심하게 걸릴 수 있는 방법... 열<b>감기</b> 걸리는 방법 알려주세요!!!!! 급해요 길고 정확하고 자세하게 알려주세요!  열<b>감기</b>를 심하게 걸리게 하는... 오히려 열<b>감기</b>를 예방하고 건강을 유지하는 방법에 대해 안내해... 
<b>감기</b>,"저 <b>감기</b> 걸렸나요? 코는 막혔고 제체기는 나왔다 안나왔다 하는데  네, 아마도 <b>감기</b>에 걸린 것 같습니다. 코가 막히고 제체기가 나왔다 안 나왔다 한다면 <b>감기</b> 증상이 있을 가능성이 높습니다. <b>감기</b>는 일반적으로 콧물, 코막힘, 인후통... "
목<b>감기</b>인데 턱이 아퍼요,"목<b>감기</b>인데 왼쪽 어금니 쪽 턱이 씹을때마다 아파요 목<b>감기</b>랑 연관이 있을까요  안녕하세요. 답변드려요. 목<b>감기</b>와 턱의 아픔 관련 질문에 대한 답변입니다. ## 목<b>감기</b>와 턱의 아픔 목<b>감기</b>는 주로 인후염, 독감 등으로 인해 발생하는... "
코<b>감기</b> 증상,"... 코<b>감기</b>일까요? 제가 의사가 아니기 때문에 정확한 진단을 내릴 수는 없지만, 제시해주신 증상은 일반적으로 코<b>감기</b>의 증상에 해당할 수 있습니다. 코<b>감기</b>는 일반적으로... 또한, 체온이 37.6도로 미열이 있는 것도 코<b>감기</b>의 일반적인... "
콧물<b>감기</b>랑 비염,"콧물<b>감기</b> 걸렸는데 계속 그냥 두면 비염으로 될 수가 있나요? 콧물은 <b>감기</b>, 독감 또는 알레르기 반응 등으로 인해 발생할 수 있습니다. 일반적으로 <b>감기</b>나 독감에 의한 콧물은... 따라서, 콧물이 <b>감기</b>로 인한 일시적인 증상인 경우에는 그냥... "
일반<b>감기</b> 코로나,<b>감기</b>증상이 있어서 자가검사킷으로 검사했는데 양성나왔습니다. 일반 <b>감기</b>도 코로나 양성나올수 있나요? 아니요. 일반 <b>감기</b>로는 양성이 나오지 않습니다. 코로나 바이러스가 검출되면 양성으로 나옵닏. 두줄 확인 했다면... 
<b>감기</b>에 대해 알려주세요,"<b>감기</b>나 코로나 19에 걸렸을 때 기침이 나오는 대표적인... <b>감기</b>에 걸렸을 때, 우리 몸은 바이러스와 싸우기 위해 면역... 그래서 <b>감기</b>에 걸렸을 때는 이러한 것들을 배출하기 위해 기침을 자주 하게 됩니다. 한편, <b>감기</b> 바이러스는 목과... "
<b>감기</b> 걸린 후 관악기 연주해도 될까요,"몇달전 <b>감기</b>에 걸린 상태로 리코더를 연주한 적이 있습니다. 그후로 <b>감기</b>가 낫고, 약 한달간 리코더를 연주하지 않다가 어제 오랜만에 연주를 했는데 오늘 <b>감기</b> 증상이 나타나기 시작했습니다 리코더에 <b>감기</b>바이러스가 오랫동안 생존하여... "
고양이 <b>감기</b>,"... 고양이가 <b>감기</b> 걸릴까요?  전문 상담사 - 레오 - 입니다.... 고양이가 <b>감기</b>에 걸리는지 궁금하십니다. 먼저... 일반적으로, 고양이는 극한 온도로 인해 <b>감기</b>에 걸리기는... 식으면 <b>감기</b>에 걸릴 수도 있습니다. 서, 24도로 실내 에어컨을... "
여름<b>감기</b>는 왜 걸리는 걸까요?,여름<b>감기</b>는 왜 걸리는 걸까요?  밤에 잘때나 사무실에서 오랫동안 냉방을 세게 하면 여름에도 <b>감기</b> 비슷한 증세가 옵니다. 여름<b>감기</b> 라고도 하고 냉방병 이라고도 하는데 옻을... 민감한 <b>감기</b> 바이러스가 감염이 됩니다. 심한 냉방이나... 
<b>감기</b>-장염 ?,"저번주 금요일부터 주말까지 <b>감기</b> 증상 일요일 밤부터 열남 월요일에 열내렸을때 38.3도 월요일 밤에 구토 현재 미열... , 울렁거림, 기운없음 <b>감기</b> 증상에서 장염증상되는데 뭐죠.?? <b>감기</b>와 장염은 서로 다른 질병이지만, <b>감기</b> 증상 중에는... "
<b>감기</b> 심하면 죽나요,"<b>감기</b> 심하면 죽을 수도 있는 건가요 ? 죽을수도 있지만, <b>감기</b>로 죽느다기보단 폐렴이 와서 죽는 경우가 많죠. <b>감기</b>만으로는 잘 안죽습니다. "
이거 <b>감기</b>인가요?,"머리아프고 어지럽고 열나고 목아프고 움직이는게 힘든데 독감이랑 <b>감기</b>는 얼마전에 걸렸고 <b>감기</b>걸려서 이런건가요?... 독감과 <b>감기</b>는 얼마전 걸렸고요. <b>감기</b>에 걸려서 그런건지 질문 주셨는데요. 머리가 아프면서 어지럽고, 열 나는 증상... "
<b>감기</b> 눈아픔 눈꼽,<b>감기</b>걸린지 일주일이나 지났는데 안 나아요 어제 링거도 맞고 왔는데 그... 끼는데 <b>감기</b>가 맞나요? 병원도 세번이나 다녀왔어요 <b>감기</b>걸린지 일주일이나... 끼는데 <b>감기</b>가 맞는지 걱정이신 것 같습니다. 코로나 이후 요즘 <b>감기</b>는 더... 
여름 <b>감기</b>는 왜 걸리는 건가요,"여름 <b>감기</b>는 왜 걸리는건지 궁금해요 여름 <b>감기</b>는 일반적으로 바이러스 감염으로 인해 발생합니다. 바이러스는... 여름 <b>감기</b>의 증상은 <b>감기</b>와 비슷하지만, 발열이 심하지 않고 기침이 더 심한 경우가 많습니다. 여름 <b>감기</b>는 보통 7~10일... "
<b>감기</b>증상중에 하나인가요?,... 이것도 <b>감기</b>증상중에 하나인가요? <b>감기</b>도 엄청 안 나아요 병원을 한 번 더... 코로나나 <b>감기</b>가 원인 일수도 있습니다 병원에 가서 치료를 받아도 잘... <b>감기</b>의 후유증 일수도 있고 심하면 목에서 피가 나올수도 있고요 병원에서 진료를... 
<b>감기</b> 안 걸리는 법!,... 그런걸수도있긴한데 <b>감기</b>일수도 있겠단 생각이 들어서요.. 혹시 이런 <b>감기</b>... <b>감기</b> 증상을 완화하고 예방하는 방법에 대해 알려드리겠습니다. **1. 적절한... 예방접종** - <b>감기</b> 예방을 위해 의사와 상담하여 필요한 예방접종을 받으세요.... 
코<b>감기</b> 목<b>감기</b> 약 동시 복용,코<b>감기</b>랑 목<b>감기</b> 약 동시에 복용해 되는건가요? <b>감기</b> 걸려서 약국가서 ‘코미정’이랑 킥코프에프 기침<b>감기</b>약 받아서 둘다 동시에 복용했는데 두통이 오네요 같이 먹으면 안되나요? 아니면 괜찮나요? 같이먹어도 전혀 상관이 없습니다.... 
