Question,Answer
매일 악몽을 꿔요..,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
자다가 소리를 지름니다...근데 기억이 안납니다.내공100,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
갑자기 불안해지고 겁이나요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
살고싶지가 않습니다,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 때문에 너무 힘들어서 질문해요..,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
힘들어요 도와주세요..,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강해~~~~,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
정신적으로 문제가 있는건가요?,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
(급)책을 읽는 것이 힘들어요. 기억력도 저하되고..... ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
제가 정신병 같은게 있는데 병원 가서 치료를 받아야... ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
사회공포증 너무심해요 ㅠㅠ 도와주세요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
도대체 제가 어떻게 어떤 정신으로 살아야 할까요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증인것같아요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 약복용 5 년째...,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 이후 끊임없이 하품이 나는 때가 있네요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
우울증에 걸린 것 같아요.,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
불면증 때문에.한의원갈생각임데 질문좀요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
정신병원...가야 하나요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
6년째 힘이듭니다,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
임신 6개월차 21살 예비 맘인데요.... 요즘따라... ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 광장공포증 엄청심해요...전문가분들... ,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
하루하루 불안증 환자입니다.,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
수도권에 신경정신과 추천좀...,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
저희 엄마가 정신분열증이라고 하십니다,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증때문에요....,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증 증상,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
강박증을 앓고있는것 같아요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
잠잘때만되면 가슴이답답하고숨이안쉬어지고팔이저립니다,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
우울증 치료,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
과거의 일 때문에 계속 고통스럽습니다,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
우울증에 대인기피증에 너무 힘들어요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
공황장애 완치가능한가요???,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
제 성격과 대인관계에 대해서 여쭤봅니다.,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
우울증 만성 치료법은 어찌해야하나요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
우울증때문에 너무 힘들어요.,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
우울증이 심한것같습니다,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
우울증이 있어서 그런데...,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
몇일동안밤을샛어요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
두려워서 죽고싶네요..,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
왜이러는지모르겠어요. . 도와주세요제발ㅠ,"... 칭구들이랑모여만<b>낫는</b>데 애들얘기하는게무슨말인지모르겠고집중도안되구... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
참았던게 터질 것 같아요,"... 한곳에서 못<b>낫는</b>다고 다른곳에서도 못<b>낫는</b>것이 아닙니다. 미국이나 한국... 다들 저처럼 <b>빨리</b> 아셔서 저처럼고생하시는분이 안생기셨으면 좋겟습니다..... ((신경성<b>위염</b>)) 신경성,심인성 여러가지 ((내과적질환))들도 한방치료가... "
